Tweet_id,Text,translated Text,score
71,"b""Salt 'n Pepa - Push It ("
72,tatata
73,@abygail_mndz mas magaling ka pa ata sa akin i think HAHAHHA'
74,ako ang karma mo mwAHAHAHAHA
75,Araw o Gabi? Hapon anon
76,Agahahahhqqgagqgqg 21 ya nao vou mayar'
77,"@dreng_ good luck sa new school baby girl,, hanap ka ng madaming friends dun pero wag mo kami palitan hehe love u always '"
78,Naknang! Nagpaparamdam n bigbang. Masyado n daw ako natutuwa sa iKON. Gagalit n si GD. Ibigay m na may ilang buwan n lng ako. '
79,@springblissph meron din sa 7-11 o kaya sa mga kstore jusko hanap hanap din '
80,titanic o titangel? Teen titans AYOS NA TANONG KASI HMP
81,"@TarekFatah Pta nhi kya mil gya terrorists ko in normal public ko maar k , saale kalyug k rakshas hai ye terrorists .'"
82,kaya wag kayong issue '
83,bakit yung noo niya yung napapansin ko'
84,@mikaeeex ays na ays pre AHHAHAHAHHS nako di ka nag- aaya e. hays jk'
85,@essssmeeeee Hahahaha. Mainit ka talaga sakin e no hahahaha.'
86,Kamusta? San ka? Miss ko na ikaw e hahaha Ingats hehe'
87,nakakamiss ung maglalaro lang kayo ng mga bahay bahayan ng mga pinsan mo pero ngayon ml na o kaya pubg argh '
88,NAKAKA GIGIL E'
89,"nakamove on na q pero hindi ibig sabihin no n hindi q na siya mahal, mahal q siya, mahal q pa rin siya hindi lang katulad nang dati pero hindi at never qng idedeny yung fact na may space pa rin siya sa ventral tegmental area q'"
90,"Hi N, I miss you na Kanang bag o ra ka nag offline peroo chat ra mn pud ta unya soo Thank you for making me happy Haha buang kaayo tang duha (ikaw nag amin ) and daghn kaayo tay memories, bad or good I love you bebs '"
91,@itchabooyyy ayIeeee tenkyuuu triiiic u okay na???'
92,sobrang kupal namen nung bata pinapaltan namen yon e hahahaha atty mel atty mel gecolea pakyu ka hahahahahaha sobrang gago diba'
93,lah e kagigising q nga lang ih hahahahahahaha'
94,Galing galing naman ng bebe ko na yaaaan. '
95,Crush kita i crush u too
96,4 hongjoong 5 yanan'
97,@kmburlenggg o nagagalit kaa?? HAHAHAHHAHA'
98,Anime/K-Drama to watch nga pls kahit anong genre. Kdrama still 17
99,@Kiel_cntllr parang aso lang e AHAHAHAHA'
100,Napakapabibo mo I hate u???? Like lumayo ka plz'
101,My next Chosen Books po are Until Trilogy well kasi po this is my most favorite trilogy by ate J po bukod po sa Baka Sakali Trilogy I Love the story kaya gusto ko din po sana siyang icollect. i also love the montefalco cousins kaya isa din po ito sa reason kung bakit. and---'
102,"@NSDsaLife Sabi mo kasi matatalo e, ayun natalo nga HAHAHAHAHAHAHA'"
103,Pasok na naman bukas . Nakakatamad hahaha hindi papasok o hindi papasok'
104,@xcviiwana HAHAHA WALA BANG PERANG KAILANGAN DYAN ? WALA PA AKO PERA NGAYON E HAHAHA'
105,@msarosh But sharam tu nhi ati na sarfraz ko koi desicion bravely lay ga k nhi'
106,mas idol kita hihi play na '
107,@eyeeera -1 di naman na tayo kilala nun e HAHAHAHAHA'
108,"@itadaekimas @deputanya yun naman pala e, nagtanong ka pa aba HAHHAHHAHAHA'"
109,@Joje19391493 Hahaha.... M kl os time ao ghi jb Anti akeli hoi ta K axhy say complains kru'
110,",,,,,,, taehyun sweetie'"
111,@deetz01691 @smdaclash @DonKissATeamOFC Hello po! Untag po dito kasi may nasali tapos wala c D at K po #DonKiss'
112,Tots mo sa jowa ni yuri S I N A G O T KO NA NGA KULET HAHAHAHAHAHAHAHA
113,@kentcarandang @Supermikesss read nyoooo'
114,taehyung bgst emang'
115,Which of the following Muslims was Pan-Islamism during 19th Century? (A) Sir Syed Ahmad Khan (B) Syed Ameer Ali (C) Maulana Muhammad Ali Johar (D) Sir Agha Kan'
116,"M Andri Gunawan Syam (Mags Berita 05) Time : April 21, 2019 at 06:47PM"
117,@AjLou7 Sabi n kuya josh mliit na bagay wag plakihin..salamat FamiLou.. #MBwithLouDreBukasNa'
118,Maalaala Mo Kaya 22 April 2019 Ful
119,HAHAHAHAHAHAHAHAHA Okay.. @BTS_twt'
120,uy waooo i was shoooq hahahhaha'
121,HAHAHAHAH '
122,Pls vote ahgase... #GOT7 @GOT7Official #IGOT7'
123,Hehe
124,"maraming beses na kong napagod , pero hindi ko sya iniwan when DJ said the way i feel'"
125,@kent_esteban YAWAAA HAHAHA Way mu.reply kay dapat sa 8080 nimo i.send @deahech HAHAHA'
126,Maalaala Mo Kaya 22 April 2019 Full E
127,NAKAMOTO YUTAAAA OKESIP BUCENN '
128,Miss ko na kayo Cedar '
129,FUCK HAHAHHAHAHA'
130,Hahahahaha bu ne ya '
131,@MrRicardoHo @a @b @z hala siya'
132,"b""Hello mother Moira gusto ko lang sabihin na happiest birthday sa pinakaholy na taong kilala ko syempre jk lang HAHAHAHAAH dimunyu to ihhh thank you for staying for me through the hard times lamonayun heheheh promise I'll always be with u tooo + +"
133,@_caseytatinggg shiboli shiboli HAHAHAHAHHA chos kamustaaaa sana okay ka lang n stay strong sainyo ni bebe mo hihi support aq &lt;333 continue mo lang pagsserve kay God hihi anws goodluck sa sch n sa life ingat palagi a wuv u beri mats God bless mwaaaa '
134,@yookiebaby Mr. Visual!! Love ka din daw nya Pei!! nag I love na nga sya sayo ee!!'
135,"b""BA'T NAGDECLINE YUNG NINOMINATE KO FOR...HNGGGGGGGGGGGH pero OMG I knew it from the start na babalik na yung isa YAY dazerb"""
136,What is happening to my country?! Nasaan na mga utak natin?'
137,"M Andri Gunawan Syam (Mags Berita 05) Time : April 21, 2019 at 06:47PM"
138,@cheeryblossom93 @MiiBlanchett Oh i see that hahahahahaha kaloka ang Twitter '
139,Kung magpa ila ila ko? i m waiting for someone...
140,@iamsomiS PTI ki taraf say. Is chuti** ki PML N may koi jaga nahi.'
141,"b""Ang boring mo We ain't close kaya hindi mo nakikita yung exciting side ko"
142,"b""asa'n crushie ko """
143,@4M3THY I m gonna eat you kind of feelings hshshsshhs gelak dorang pun lahaiii hahahahahahahahaah'
144,@ririiiuu G na g talaga siya nun kumanta HAHAHAHAHHAHAHA'
145,hello i love my sunshine yunsung sosososo much'
146,Ang cute nung pusa kaines '
147,ang tabaaaa'
148,"b""HALAAA!' """
149,": ""prinsesa ka namin e"" : ""pag sinasaktan kana bumitaw kana"" tangina niyo prends, love ko kayo lahat !! Sorry na matigas ulo ko hehe '"
150,dalagang pilipina yeah
151,"how to move on? di ko alam,tara hanap tayo marunong anon."
152,So Ano na!?OT is real?!people crazy the TV is on but all bz sa phone!unsa mn jud b.sakit na akong head ubos na English ko!unsa mn jud!pasabta ko?! #HNKPagsilang Edward as Iking
153,"M Andri Gunawan Syam (Mags Berita 05) Time : April 21, 2019 at 06:47PM"
154,lamo ka maldita diday maldita vaaaa? hahahahaha lol
155,"Sana Nga. ""Kung mayroong puso, pinakananais maging akin....sana nga\'y ikaw, Ikaw sanaa...ang para sa aaaakkkin. Hehe."" Queen Regine #IdolPHRegineV'"
156,Wag nyo ko I judge summer namannnnn HAHAHAHHAHH
157,.. cLa unG sOlid n grUpO unG mGa nasa CSH ganda nG samahan niLa ei #CantGetOutStudioVersion
158,Malakas daw mag LOL si jc??? uLOL HAHAHHAHAHAH happy birthday kalbo
159,Ganito kami kapag Nag hahanda ng Karo. Tulong-tulong kaming TORRES Fam sa paggagayak ng Karo.
160,Mukhang lalagnatin ata ako bukas a HAHAHAHAHA'
161,SO CLAMS na pala tawag sa atin hahaha! At least we clean up polluted water! HAHAHA Queen Regine #IdolPhRegineV'
162,"b""Dabexszt padin yung hapon na puro lng street game's"""
163,Trippings si atiih ah. Hahahahaha
164,Cute talagaaa ni Kateeeeeee Hahahahahahaha
165,HI WOOJIN HAHAHAHA @Stray_Kids
166,@love_jannan Buhahahahahahahahahahaha .....LMAO...
167,Hahahaha lmao reasons
168,Ke galetse magwinya ka menoto le atchaar
169,Aaloo wala paraatha.'
170,pag ready ka na sumugal zzzz kahit alam mo na gg na HAHAHAHAH'
171,@alexaa_agregado hays kaya kayo iniiwan e'
172,"kapag talaga malungkot ka, merong isang taong kayang kaya i-cheer up yung mood mo,ewan ko pero salamat lang sa mga taong palaging nandyan at never nang-iwan'"
173,@vldmrmrbs @carlshet nakawin mo ang tumitibok tibok na titik o'
174,@ohmgpls Ang sakit
175,Tulak ko na ba? Ayoko huhuh #HNKPagsilang Edward as Iking'
176,"b""Bigat ng tiyan ko, 'di ako makadighay kanina, e."""
177,And everytime po talaga na binabasa ko ang mga story sa series na ito parang nadadala narin ako ng mga characters sa mga lugar na kanilang pinupuntahan. Its like in a different world.'
178,"hi kulot, i do rlly love your hair, see u sa pasukan, aral tayo mabuti'"
179,Ang fresh. '
180,sa sobrang supportive ni kit pinag pili niya ko kung anong powder ang ilalagay ko sa daliri ko everytime mag lalaro aq ng ML kasi pasmado aq hahahhahahah pota yabang
181,"""Partida paa lang gamit ko"" HAHAHAHAHAHAHA"
182,"M Andri Gunawan Syam (Mags Berita 05) Time : April 21, 2019 at 06:47PM"
183,sorry crushy:&lt; nahihiya talaga ako:(( Alla sige lang di naman ako pumapatay ng tao ahahaha
184,Hanggang chat ka lang pala ehhh grabe : (( wala nga akong kachat ngayon e
185,"there ar times when super emotional ako kasi I have one, some or all of these problems (personal/family/studiew/love) tapos iniisip ko na walang nagmamahal sakin when I know na meron naman. magulo pero yes these moments happen to me '"
186,-thismf ayo fams an sama gyuri
187,@navikakumar namo suno sour suno
188,Sana next time si Papa Ian GV GV lang yung story nila! Parang bagay sila ni Queen Regine #IdolPHRegineV'
189,"@MarieJuana_felz HAHAHAHAHAHA! I know master, sorry po.'"
190,Grabe hindi ako makapaniwala Nicky Mendoza :( Grabe Grabe talaga :( shocking mukhang okey ka pa at parang kaya mo pa sa video ahh Rip kaibigan :(
191,@DKATeamILOILO @smdaclash @KierViOfficial @mwtrendsetter @KaDreamersWorld @DonKissATeamOFC @maymayentrata07 @Barber_Edward_ @bernardokath @hashtag_CK Hello po! Untag po dito kasi may nasali tapos wala c D at K po #DonKiss'
192,kasama ko yong kaibigan ko i memeet nya gf nya dun sa estrecho then nakita namin sila tas gf nya kasama nya tropa nyang babae tas pinakilala nya sakin gf nya at tropa nyang babae then she said her name was L*** finallow nya ako sa ig and we start talking hangang now tapos tanong'
193,@matthewapostol_ ikaw yung outlet ko sa lahat ng gusto ko ivent out!! :(( thank u solid matt!! kwento soon '
194,ANG CUTE!!! @MARoxas'
195,:ganda niyo naman nasa lahi po namin.
196,me pag may kalaban sa pubg hahahahaha'
197,PUTANGINAAAAAAA!!!!!!!
198,kami about informations namin yong in 3 hours parang sobrang kilala namin na isat isa i told her na hindi ako interesado sa babae or gf wala akung pakialam tapos sabi nya naiintindihan kita kaya take your time i will be right here waitinh for you tas sabi ko ayoko ng hangang'
199,Simulasi bukber
200,Awww&lt;3 alabyu babe imissyoumore'
201,KIDNEY FOR SALE Pang Galaxy Fold lang *jk lang. ayaw ko e dm sumbong tamo sa akong papa '
202,Me: Baby look at your butt so big. Sumi: I just push ipush daw niya arun mugamay daw. hahahaa'
203,Hoy itlog anuba?? HAHAHAHAHAHA cute cutie'
204,baka lang naman magkaroon kayo ng interes sa buhay ko
205,Ilan na naging gf mo? 2
206,HAHAHA syempreeee buhay pa tapang ko na la ng anon anon HAHAHAHAHA HAHAHAHAHAHAHAHAHAA TAPANG MO NA? PAKILALA KA NA?
207,"2. KAMZ K - Kelly, A - Andrea M - Milery, Z - Zacharie - miss ko na sila huhu, solid ren netoh kasi dati puro kami kalokohan HAHAHA, ehem ano na balak naten this summer, mahal na mahal ko ren sila yieeeeee '"
208,HAHAHAHAHA'
209,@ainamae_ @dnzlclrk HAHAHAHAHAHA
210,"HOY ANO BA!!!! SABIHIN NAMAN NINYO KUNG MAY AASAHAN PA BA KAMI O WALA! WAG NINYO KAMING GAWIN ENGOT DITO. MAGSASABI KAYO NG DATE TAPOS DI NINYO TUTUPARIN, NAPAKA UNPROFESSIONAL NINYO|! TAPOS SA HULI KAMI PA ULIT SISISIHIN NINYO'"
211,lol hi ulit boyfriend.'
212,Hey baby hello baby sabi ko sayo sa pm wag dito : ( HAHAHAHA joke hello
213,HAHAHAHA '
214,Haharot muna ako before deactivating.
215,@ncity_wyh WAG NIYO I LIKE PUTA'
216,ALINA XDDDD
217,OooOooOoops. War freak talaga si Hannah Oo e bored ata
218,TOts mo kay Dannah una ko palang to nakausap nabaitan na ko. grabe consistent ng pagiging mabait nyaaan! sobrang approachable &amp; totful wuhuuu. tapos kala ko seryoso HAHAHAHA dafuq tawa ng tawa di makaget over grabe ket pulang pu
219,HOOY MGA PEOPLE PENGE NAMAN AKO COPY NG HER PRIVATE LIFE TSAKA NG ANO A-TEEN TAKTE SUPER OUTDATED KO NA XKAKSJQKSNNANS'
220,Mahal na mahal mo si marc ah Oo ah besh
221,oops napindot 3
222,Andina data '
223,Taken ka na ba? oo eh..
224,Ayuz si Doc na talaga '
225,@WencyAdlao Pwede ikaw akong i tryout?'
226,tanong kayo mamser
227,gusto palaplap eh hahaha'
228,@shengginamo HAHAHAHAHAHAHAHHAHAHAHA pakyu ka shane. I miss you too kups!!! Wala na akong nahhug :&lt;'
229,"Kikikikikikikiki, I change my mind'"
230,Sino Kaya to ? #HNKPagsilang
231,tanungin niyo naman aq
232,Busy ako balakajaaaaan
233,Bartek yung isa di na kinaya
234,@abie_0716 Ok lang basta galing sakanya baka di ko kainin i preserve ko muna ng mga ilang taon hahahahaha'
235,E sa nakuha ko na yung tamang paglagay ng lipstick ni ate @mikslmnc
236,"Naging crush ko to eh to the point na sobrang close namin dati ewan na ngayon,hanggang sa di na kami nagkakausap '"
237,Lalo ako nainlove nung tinititigan kita kanina
238,Uhm dami kasi nila..... baka abutin ng bukas pagtinag ko lahat hahA'
239,"Bat kase di mo i-chat si ajan para maging friends kayo, mabait nmn yon *no comment*"
240,Boy malalapitan
241,Ok moneybags'
242,"b""@realDonaldTrump Build the wall VOTER ID'S TERM LIMITS Liberalism is a mental disorder hahahahahahahahahahahahahahahahahaha"""
243,@dulay_vin2 HAHAHAHAH nag a.p ka namna diyan'
244,Miss n miss ko na kayo #EGGStraordinaryKARJON'
245,"[Idm] wts pc ly tear ver y taehyung 130k, yoongi 120k Minat rep yaa'"
246,@cjreynoooo Nangangati kamay ko mamiii. May gusto akong i-mention HAHAHAHAHA'
247,Hahahahah i m torn if tutuloy ko pa bukas magpagupit '
248,gago ka jun'
249,@olibyandrea ahhh k sige laban'
250,@peacheejimin AKAKKAKAKAKAKA I CANT BELIEVE IT
251,"Nicoll-Klokstad, Manu, Marsters, Takairangi, Niukore, Glenn, Napa, Rapana....make it happen'"
252,"Si Scarlet Snow kung saan saan na nakarating, ako na 14 y/o na, gang Baguio lang inaabot'"
253,""" I wanna make you smile whenever you\'re sad "" Bakit pag sad lang? Mas gusto ko kahit anong oras papangitiin kita '"
254,parang si migy kung mag salita eh hahaha qt'
255,PAHIRAM YAYA MUNAAAA WALA MAMA KO E DI KO KAYA GAWAING BAHAY :( PAGOD NA KOOOO'
256,Nililihis nyo lang eh tangina pupunahin lahat malay ba sabihing ayaw nyo sa Blackpink kasi nasasapawan yang bg stan nyo.'
257,I hate this place pwede sa Palompon nlng ko forever'
258,Wag mo ako mahalin kung di mo pa kaya i unlove yung past mo fck u di lng ikaw yung lalake sa mundo '
259,"I will give you another chance to prove yourself. Kapag nagawa mo yan, ibabalik ko sayo ang anak ko. #HNKPagsilang Edward as Iking @Barber_Edward_ @maymayentrata07'"
260,Harsh ba ako as a friend? :&lt; HAHAHAHAHAHAHAHA'
261,"b""@elyasjuan @SpammyHammy4 @skullohmania @alt_BBM @tweetmetomcat We are doing god's work here on earth. Easter ngayon kaya malakas ang bertud namin."""
262,Ganon ba yon? '
263,"b""Here's the link of the AshMich/MichLey vid I made! Compiled moments nato nina Ashley at Mich tgt Watch til the end. Credits sa lahat ng owners sa vid. Nakakatuwa yung mga nakaw-tingin ni Mich kay Ashley. #Pbb #PBBOtso"
264,@LurkerAnonymous dito yata oh! #HNKPagsilang Edward as Iking'
265,Nakakapagoood hahahahha but it s so gooooood '
266,i just spilled the oil for my painting ugh katanga self oy bobo kala mo mura bwiset'
267,May untag d mutukar akong utok ugma lord pls'
268,lt HAHAHAHAAHAHA'
269,TSU N DA WA '
270,@NCT_Safety Taeyong is beautiful Taeyong is an amazing leader Taeyong is a great dancer Taeyong is kind Taeyong is humble Taeyong is respectful Taeyong is funny Taeyong s laugh '
271,"Parang kelan lang, ang pinagaawayan natin is kung sino magkatabi sa sasakyan nung papunta tayong Baguio 12 years ago. Ngayon, pinagtatalunan natin kung ano una oorderin, hard drinks or beer. Huhuh what a development missed u guys! @ianvillaverde @ftheespresso"
272,dami na nagtatanong kung kelan na ako magstastart ng covers sa yt. di ko pa talaga alam coz starting a channel on yt is diff lalo na di pa ako ready sa mga judgements lalot di naman ako ganon kagaling kumanta pero promise this year '
273,@vncntbltzr mag cheka rata soon bins!!!! hahahapuhon kanang d nata busy sa acads hahahah'
274,"hbd hannah pearl thank for errthing, apil na pag basag sa phone ko &amp; pakong sa locker &amp; unli hulogs ikaw ang supermodel ng buhay kue #beautyandbrains i love you!!!"
275,@Clarsxz_ Baw!! L*nt*k*n nga babae ja ay!!!'
276,Nus-a man ko kitag murag @Avengers ani? Kana bitawng. Pang Endgame na. Ahw. '
277,Wehhhh ngamane ngife '
278,"Happy birthday, @chelelelalu Salamat kasi isa ka sa maaasahan ko lalong-lalo na kapag kailangan ko ng grab o angkas huhu Sorry kung ang kulit namin ni nath HAHAHA I love youuuuu, referee"
279,@Djp5SOS isa pa pala '
280,Iyak talaga ako last year kasi finals namin sa BB e saktong flight ko pa Australia. '
281,"Oh lala lalala Oh lala lalala What a girls, what a girls generation #EasterSundateWithGeLance"
282,"H E L L O S U M M E R 1 9 #beautifulgirls #kohtao # #thailandtravel #thailand #OIAOMANNAUNAUNEARNEARNSAM19 @ Ban Ko Tao, Chumphon, Thailand"
283,O baka broken lang yong water dispenser. '
284,@georginav_ I never hated beer kase pwera lang sa red horse HAHAHAHHAHAHAHAHAH'
285,@sofialrrn_ hahahahahahhaja i feel you. i needed to wear the old one good luck! sana mahanap mo na'
286,And note hehe di gyd na sha makalimot na ipa kilid kos dalan and basta kita sha kapoy ko or daghan kog gi bitbit iya gyd i offer na mo tabang sha hehe'
287,@zowiSbTsb9F5p1B Dill e Pakistan Lahore'
288,Ang ganda???'
289,@eyjeldln ala magawa e'
290,Kindness: 11 (mabait to. sadyang di lang nagsasalita) Sex Appeal: 5(?) i dunno. AHAHAHAHAHA Closeness: 2(?) sana maging 5 char. nagustuhan mo na ba ito or kaya ba siyang magustuhan? secret. wag na i-reveal char. HAHAHAHAHAJK'
291,kc julisia '
292,sige g laag wa pay routine! BAHALAG LAAGAN BASTA HILAS HAHAHAHA
293,Nindota pa short hair balik uy and i hope di kom mag mahay ani baii'
294,- hello hater!! grabi idol na kita sa pagpapakatanga ha joks lang wag ka na sana ma eluh magpaalam ka kase bubu ka e joks HAHAHAHA goodluck sa life &amp; Gbu my friend '
295,"@Alexfranchezcaa True sis, kaya gusto ko ng pumatay ng nag ca-cat call e'"
296,i mean yung maayos na ligaw. Paalam muna ako sa parents ganun hehe Wag na. Hindi sa ayoko ng maayos na panliligaw pero kasi nahihiya na ako sa pamilya ko ilan na pinapakilala ko tapos nawawala bigla. Nag promise pa kayo sa fam k
297,"@0ngHwangst pagod n ako mascam, onghwang'"
298,BOGO NAA RA DIAYS SLINGBAG HAHAHAHAHAHAHAHAHAHHAA how tf did i miss dat tf blind'
299,ang cuuuteee'
300,Are you a clean or messy person? messy dUh nakita niyo na kwarto ko?
301,kalaag rajud kos bukid
302,@Venkat_Keerthy @kumaraswamy_ks9 @Navin4_U @KeerthyOfficial @WLKeerthyS @sailalith1998 @Varma_twtz @Susi_keerthy @sampath_keerthy @itsme_sabarish @Abhimahikeerthi Mavayyaaa ks ni manchiga chusuko adpinchaku
303,Top 5 pogi sa room nyo? Lahat po pogi ehheheheheheh
304,alam mo ba gusto kita makaclose at nakikita yung strong personality mo and that makes u beautiful. '
305,@OCRRRRRRRRR Sugar mommy ka talaga kaya daming bashers sa cc beb e HAHAHAHAHAHAHAHA'
306,ang lalim paps #ALDENTheActorReturns #AldenRichards'
307,JUNGKOOOOO U CUTE SNKSKSSKSKS
308,Mag kaaway ba kayo ni hannah tagle? OY hindi ah bff q yun
309,Tagal ko na umamin seo tas ke bylthe ka paden pala mapupunta hahaxs Sorry anon mahal ko talaga eh
310,Napiya langen ta adda movie a rason ti pinaginsasangit.'
311,masaya lalo na po pag dalawang acc dm limit HAHAHAHAHAHA JK TYYYYYY'
312,A bond with them. Nakakamiss din pala lumabas ng bahay pag may ganap hahahahha'
313,iced coffee or milktea ikaw
314,tots about pipes gi mingaw ko atong buang tas dali ra pod biya nimo sya ma close oy. basin na hangol mo niya ba.
315,@Uthman_T7 2-2 mukayi last match'
316,"Sabi ng some before hindi daw sila mababaw, hindi daw dahil lang kay AA kaya galit sila kay M, the way M treated them daw. Then, yung pinaniwalaan nilang tweet ni M e gawa gawa lang pala. Lol kahiya Pangatawanan na lang pagkapahiya.'"
317,@redforhue @smdaclash @DonKissATeamOFC Hello po! Untag po dito kasi may nasali tapos wala c D at K po #DonKiss'
318,@ntashaamiera :o onci 3rd eh ?'
319,Apka husband Chutiya h ma hote na office ki maa ki Chut daily 24/7 weekend ma nangi karke chod tha apko week days ma daily night chod tha aur office ma rha tha oral sex karte phone pe tereko durse lund kane nhi detha tha chod chod k rula detha ma tereko tu meribiwihotito aisekrte'
320,Tayo ay magdasal kay Santa Kim K. Upang tayo ay ganahang pumasok at mag-aral Amen.
321,"Relax ka lang. si Mixy nga mas matanda sakin di ko inaate eh, magalang ka lang talaga. Bastos ako. Haahha'"
322,gustooo koooh na yung epep e HAHAHAH'
323,@nclemprdr @tammbertiz @thotiemendoza @weslenggg @OniChance @cnrdbtncr @gbrldvraa @jmaaronbringas ano sinabiii? di ko makita di ako nakafollow kay itot e'
324,@ely_hyunjinnie OMG OKAY LANG YAN BBY!!! SOLID NAMAN SILA MAGPERFORM !! I-APIR KITA SA KUNG SINO BIAS MO HEHEHE'
325,M a r u p o k ka P e y ! ! !'
326,wala na man kami culmi &amp; may endgame man sa palawan i want to go back'
327,Ang bilis ko ma offend ngayon. Napaka sensitive. I hate you self :(('
328,"As much as I want nga pakuyugon ka, pero maybe today is not yet the time. '"
329,Yung ganitong ka-ibigan. 2 points
